author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Javier Perez,/gp/profile/amzn1.account.AF55ABGPXKYYVAZSVNHJ4VSHQQOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,"Good time good battery life, nice!! exactly like they describe",perfect,Verified Purchase,,,,78821382,
NR,/gp/profile/amzn1.account.AHRPFHVUKUSMRZIRHJ7FIFJ65LHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,1.0 out of 5 stars,"Will not hold a charge,not good.",Not good,Verified Purchase,,,,1497151,
Amazon Customer,/gp/profile/amzn1.account.AFC6IQDAR65VPZYAWZMVJC5RGT3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,3.0 out of 5 stars,What do you expect for $20.,What do you expect for $20.,Verified Purchase,,6,63,4901387,Public
H Herbert,/gp/profile/amzn1.account.AGZLB4J5PC77ZDYMSOJ3VSBX4XXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"Not edible, just a battery.",It works like a battery,Verified Purchase,,,,3908361,
Amazon Customer,/gp/profile/amzn1.account.AGKRTVWLSVYMRY7Z27VAT4QNTPVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,Worked well for my old hp,Hp pavilion,Verified Purchase,,26,73,1995474,Public
Bill R.,/gp/profile/amzn1.account.AEQMINXA7PWIITLPVBQDW7GUMU5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,2.0 out of 5 stars,Only runs pc for about 2 hours max.  Should run 3 - 5 hours.,Low run time,Verified Purchase,,1,27,12781542,Public
blondie,/gp/profile/amzn1.account.AFS3IQRIBDHGIR6NEO6DZY2WGRKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"This battery fits great, now my laptop works faster.",GREAT BATTERY,Verified Purchase,,533,277,1780183,Public
AmazonCustomer,/gp/profile/amzn1.account.AH4LBFEGJLNDDZHTJ7TFK7AJTZBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"holds tha charge, thanks","great value, fit the model specified",Verified Purchase,,,,79001496,
Derek P.,/gp/profile/amzn1.account.AH3ATQTK26KX4Z6MGYN6ZXNPG6PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,Good replacement battery,Good value,Verified Purchase,,13,173,3267338,Public
DanicaB,/gp/profile/amzn1.account.AHV3W4OGDSPCKN34B5FB2JDP3NZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,Perfect fit. Holds a long charge. I'm haply with this purchase will definitely order again. I checked the battery # on my computers original battery to verify proper fitment. I almost purchased the wrong one till I double checked.,Double check part # of original battery .,Verified Purchase,,6,22,8956436,Public
Asa,/gp/profile/amzn1.account.AENC6RLCJAXERRIPDTA4NLQH7R6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,Great life for an older Computer. I would recommend for sure. Received on time and a snap to install,Great Item,Verified Purchase,,16,62,1262580,Public
SCC,/gp/profile/amzn1.account.AEX746IYVHFXKIMZ3OU2YRMCQ6WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,It works with the HP Pavalion laptop.  It holds charge as it should.,It holds charge,Verified Purchase,,56,131,436605,Public
Garrett S.,/gp/profile/amzn1.account.AFIOYZXZTESJJXLZFOKAR3IBIPIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,3.0 out of 5 stars,"It’s nice because the battery is cheap. However the battery life is pretty bad. I’m not sure I can even make it through a movie, although I’ve never tried.",Great price but disappointing battery life,Verified Purchase,,4,14,5227613,Public
Kim Virginia,/gp/profile/amzn1.account.AH6A4FTV4T334EPR6QGYEX4TO5QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,1.0 out of 5 stars,Battery will not hold a charge.,Will not hold charge,Verified Purchase,,98,50,210978,Public
Deb,/gp/profile/amzn1.account.AFPL4AV4WX5CTEDXOQZQFNBZEZLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Easy to install and still working great!,Great battery!,Verified Purchase,,10,41,3519524,Public
Dennis Smarth,/gp/profile/amzn1.account.AG2MFMGUF5S5SOODWTJ3TJOW7AHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Product was as advertised.,Great value,Verified Purchase,,3,53,4034019,Public
Best Product Advice,/gp/profile/amzn1.account.AFJQKAWUMCNV4KOR2UQOXHMG2BRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Great product reasonably priced professionally shipped,Great Battery No Issue's,Verified Purchase,,3,35,50521898,Public
Viper1947,/gp/profile/amzn1.account.AEGIM5PUT3TV5EPIXAVO6OXADFKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Battery shipped right away and delivered early.  Works great and no issues.,Works great and quick delivery,Verified Purchase,,1,33,6039250,Public
David Johnson,/gp/profile/amzn1.account.AGOBIG7NL5GIXFNFIBH3EYJQR55A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Fit perfectlyAlready charged100% as advertised!,Perfect for my older computer!,Verified Purchase,,4,32,11873991,Public
jeffery a brooks,/gp/profile/amzn1.account.AFGJNDXPLGMLSGJJ5XKSE5CSVGSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Perfect replacment barttery,Great price,Verified Purchase,,46,44,464240,Public
michelle,/gp/profile/amzn1.account.AE5JDAQ4WBSAKPOFJNHSASZV4VVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,Worked great intell i droped my lap top and broke the screen now i have no use for it but it was still a good buy for the price,Works great just don't brack you screen like i did,Verified Purchase,,5,19,4848334,Public
Nostalgia Rider,/gp/profile/amzn1.account.AGBY7WOC7NWWXVKT6P4EFRADEDGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,"GREAT replacement for the price and I highly recommend it. Fits perfectly, charges quickly and seems to have great battery life although time will tell. So far, I'm happy!",Great product for the price,Verified Purchase,,9,16,62593673,Public
Karen,/gp/profile/amzn1.account.AF5CWKDV3LCHUT6V5CT6FUSFCSVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,5.0 out of 5 stars,The replacement battery worked out well and had no problems with it so far ( just rec'd it) but very fast arrival from Amazon. So far so good!,Replacement battery for laptop,Verified Purchase,,50,13,2479394,Public
Molly Trevino,/gp/profile/amzn1.account.AFGDZIO6NNS4SJDRQ5QFB3THTLXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,1.0 out of 5 stars,"It is sad to say that this product did not meet my expectations. At first, it did but then it would not take a charge anymore. Which only lasted a week.",Disappointed,Verified Purchase,,2,14,24764236,Public
Amazon Customer,/gp/profile/amzn1.account.AETKWXO6KP6UWDKESQC2LE6FA4AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,5.0 out of 5 stars,My laptop kept locking and shutting down so I thought I was going to need a whole new laptop & since we’re still in quarantine I knew it was gonna be a while before I could get a new one so this battery really came through and saved the whole laptop,All I needed was a new battery,Verified Purchase,,0,5,22390334,Public
EDWARD RODRIGUEZ,/gp/profile/amzn1.account.AG55J73ZLAWHSCKHC5I35U6YNXUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,5.0 out of 5 stars,Working as expected. Good replacement.,Does the job,Verified Purchase,,6,39,7035308,Public
edward l palmer,/gp/profile/amzn1.account.AGTTTUNTFR5XNHOGDVNMV2JEUINA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,3.0 out of 5 stars,only last half of  life of original battery.,poor,Verified Purchase,,0,32,7130970,Public
1HarryGass,/gp/profile/amzn1.account.AG6KFHQAVXI7P77GBHRQDNX3W6DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,1.0 out of 5 stars,Could not return because of it being Hazardous product.,Non operable.,Verified Purchase,,36,28,78874430,Public
Johnny,/gp/profile/amzn1.account.AED5AAGNR5ZW3AE6BQJL7NMWNS5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,5.0 out of 5 stars,"Battery charges fast, Works Great.",HP 2000,Verified Purchase,,68,144,1213681,Public
Robert Davidson,/gp/profile/amzn1.account.AEGZDDTDO23XYVW56D3QCWPOUU3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,5.0 out of 5 stars,I've had it a couple of months and it's working fine. Absolutely no complaints.,So Far So Good,Verified Purchase,,14,35,3371382,Public
JB,/gp/profile/amzn1.account.AGJF5S3GHX34XFHPAEUJJ5URNXRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,1.0 out of 5 stars,I expected better performance. Lasts only about 10-15 minutes before battery is drained. When booting up the laptop I get a discharged battery warning.,Poor battery life,Verified Purchase,,11,12,4121374,Public
Daniel Starkey,/gp/profile/amzn1.account.AEPJGEPW7FEL3TWP3MUATCQICDFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 5, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=48,5.0 out of 5 stars,"Perfect,  exactly what I needed",Works great,Verified Purchase,,34,101,940214,Public
Yanitza Jones,/gp/profile/amzn1.account.AGDDQGXN6MJ3PUD3HUL3IQFBKXIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,5.0 out of 5 stars,Worked great for my HP computer/ laptop. Easy to install.,Easy to Install,Verified Purchase,,4,30,5663365,Public
Don Fisher,/gp/profile/amzn1.account.AGMJM4UA7OFLMP6P6I7J3PMTYGIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,5.0 out of 5 stars,"I liked how quick it got here , and worked great",It won't work without a laptop,Verified Purchase,,5,38,3561505,Public
GRADY,/gp/profile/amzn1.account.AHU5GFHZ3SXTKBIKEUYFYFNNJXTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,4.0 out of 5 stars,Seems to be alright so far.,Definitely not like original but worth saved my laptop for now 👍,Verified Purchase,,5,44,2920395,Public
michael stewart,/gp/profile/amzn1.account.AEG2C2M4RWRJSBBJY2VWZAXGLQ3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,5.0 out of 5 stars,Ptoduct works great!,Great product,Verified Purchase,,5,58,5005927,Public
HCS,/gp/profile/amzn1.account.AHGREOVL5EMHDW5RAYILJSM432HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,5.0 out of 5 stars,Works great so far!,So far so good!,Verified Purchase,,13,70,2884106,Public
ernest coffman,/gp/profile/amzn1.account.AG7HMM75ABAZBR74QOD6JTYGLCVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,4.0 out of 5 stars,Works like you would expect a new battery.,Works good,Verified Purchase,,48,87,757473,Public
Masters-Lifestyles,/gp/profile/amzn1.account.AFWES3BGIRADKVVNQB56NZ6NCEZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2020",1,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,3.0 out of 5 stars,HOLDS A CHARGE ..,DOES ITS JOB..THANK YOU,Verified Purchase,,125,410,79019315,Public
Matthew reyes,/gp/profile/amzn1.account.AE4OVB6ASMBD6XGSX4IHYFEWDGPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,5.0 out of 5 stars,Was easy to set up and use. There are some instructions included which could have used a bigger font. Most of it was don't let the battery die completely on first use and when to charge it on its first use.,Easy installation,Verified Purchase,,2,9,11261713,Public
Dr. J,/gp/profile/amzn1.account.AFEPFLHZCNXYUCUA7UEMMQA73EXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=49,5.0 out of 5 stars,Fit like a glove.,Good Fit,Verified Purchase,,72,85,1665427,Public
