author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Ellyce Rothrock,/gp/profile/amzn1.account.AHBYS2ELBGAUKU5OSVQTBETHC4YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 30, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"I have been playing this game for months and I still love it!  The controls are great. There are many vehicles to choose from and a wide variety of places to race.  Each has its own unique characteristics...some vehicles are better suited for some tracks.  With patience, it's possible to unlock everything without IAP (hint: high jumps earn big bonus points so go to low gravity places).",high replay value,Verified Purchase,9 people found this helpful,,191,22,14913763,Public
Jennifer Kelly,/gp/profile/amzn1.account.AGFPG2JOQZJXZIGIKBOA2TFWTKNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Good,Good,Verified Purchase,,,265,48,82758815,Public
David,/gp/profile/amzn1.account.AEQFXQ5ZVPNDCMTIUOQAAAY6BLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Fun entertainment,Fun entertainment,Verified Purchase,,,1,7,21842843,Public
candy,/gp/profile/amzn1.account.AEU2KDTCOI35AFIPZNDLCSNSC4QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,3.0 out of 5 stars,"a very slow moving game without much change in the scenery takes a lot of patience there are better choicesof race games, this one is better for a kid starting out",game,Verified Purchase,,,198,159,13460224,Public
Kelly K.,/gp/profile/amzn1.account.AFHJOYWBRSV7WPP5KSZ2IFSNGXNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,My grandson put it on my kindle I guess he liked it.,Hill Climb Racing,Verified Purchase,,,26,97,4095966,Public
Amazon Customer,/gp/profile/amzn1.account.AFYGQO5WSKSAOQ62PKC4QHNGRCMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,"Downloaded the game after kids kept bugging me because their dad had it on his phone. Easy and fun just don't like the flip ""killing"" _drivereach time.  I would like a rosier version where driver just has a set back!  All in all good game, no technical problems either.",racer,Verified Purchase,,,2,15,51577166,Public
wundermut,/gp/profile/amzn1.account.AENPE4BPTPINOD7NJF2LMQZIBA2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,"The review title pretty much says it. My Kindle Fire's battery went bad, so I had a new one replace it. Unfortunately, all the vehicles, upgrades to vehicles and levels dies with the Kindle battery. Fingersoft said there is no way to transfer game progress to a new device. Bummer. Keep that in mindd if you go to spend money in-app.","Great, but progress, purchases wont transfer to new kindle",Verified Purchase,8 people found this helpful,,410,58,172735,Public
Joyce Altamuro,/gp/profile/amzn1.account.AGQUQ5XKLNGCDRLDCOR7OJN6A4NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This game is simple yet addicting and...FREE!!! When I got this game I though I would delete  this game after a while but I love this game and will not delete it ever.,addicting game.,Verified Purchase,,,896,121,7503581,Public
Jen,/gp/profile/amzn1.account.AHEQKB6FRIV7JH7ZT6UAEM6ZOFPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,this game is so easy to play and oh my what a challenge it can be....what fun we have playing this game...whole family affair ...love that music too...simple ...fun and funny...a must have....Love it!,this game is so easy to play and oh my what a challenge it ...,Verified Purchase,One person found this helpful,,20,41,12992048,Public
K. Richey,/gp/profile/amzn1.account.AHI3ZVPVA5F5YEBW6SCDMQOBAHFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,I love the game because you can play a lot if you have a the fun you want. love it,mokeys love it,Verified Purchase,,,54,6,14212587,Public
John Doe,/gp/profile/amzn1.account.AGE7ZBWE5N2C7QQUF2EHKHZ7SARQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,2.0 out of 5 stars,Nope!,Two Stars,Verified Purchase,,,24,86,82847941,Public
scott smith,/gp/profile/amzn1.account.AH5524RI2ZX6AC7T3CBKAV2RFY4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,a really fun game. I must admit that I actually have fun playing this.,Perfect game to pass the time,Verified Purchase,One person found this helpful,,13,27,3763220,Public
Aaron W.,/gp/profile/amzn1.account.AHU7OXGTJAJHBLFXD7INUUTZVLTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Classic game!,So much fun!,Verified Purchase,,,7,9,11800357,Public
Spirit,/gp/profile/amzn1.account.AEYAGPV6GJEU7THJZI4KANUV4KYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,This is a good game because it is addicting. All you do is climb over hills and bumps. Everybody should pass the first level but after that it starts to get harder. You can also upgrade some of your things. On  suggestion I have is make the game easier.,good,Verified Purchase,,,79,25,53540653,Public
night player,/gp/profile/amzn1.account.AFFG2P5I6UGBZRGZD75LUEOXD42A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Quick download and install on my kindle fire. Smooth controls and easy play. Had doubts from reading all the 5 star reviews but after trying it I can only agree with the others. Great game and super time waster.,Night Player,Verified Purchase,One person found this helpful,,2037,756,66165,Public
Roger Bunch,/gp/profile/amzn1.account.AEETUJ3TO2LOLEBYPJK34LFCTEJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great and fun game.  Just wished the review window would just let me play the game.  Maybe after this review, the window won't pop up any more.",Fun game if the review would let you play it.,Verified Purchase,,,34,19,82747478,Public
iamesp,/gp/profile/amzn1.account.AG63OH3UGPLNBXPIVJ2MGYM3L4VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Great product for a great price.,Five Stars,Verified Purchase,One person found this helpful,,163,101,3044684,Public
Eunice,/gp/profile/amzn1.account.AF4OSMRSQOTQ7ELD2767CEC372WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,I love the game but I wish I could sync game between devices.  I can't get to play very much on my tablet and having to repurchase everything on each device is the bad part.,great game,Verified Purchase,One person found this helpful,,44,41,8424033,Public
jim,/gp/profile/amzn1.account.AGYUYXYCGWY5BLIA7RZ3GK42VJEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,This game is truly awesome.  The fun just keeps on getting better as you progress through the levels.  This game keeps me occupied for hours.  I strongly recommend downloading and playing it.,really fun game,Verified Purchase,,,64,55,3837856,Public
bvr,/gp/profile/amzn1.account.AHHEPY2P2CF5ZNZYVHBSTX5BHOMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,entertaining if you don't go at neck breaking speed,travel at your own risk,Verified Purchase,,,67,47,17896447,Public
M. B,/gp/profile/amzn1.account.AHE52A3Y67IK662MP3BMKCTBTJWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,cute game to play on amazon fire TV.  does not require game controller.  can be played with provided remote.,Four Stars,Verified Purchase,,,60,78,7219785,Public
Robert,/gp/profile/amzn1.account.AHIZBJAOFLGAWQDQ3FK45QNKBJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Drive as far as you can without crashing or running out of gas. You can buy upgrades and get new cars with the in game money you get. This game is good for if you are waiting and just want time to go by a little faster.,Very fun.,Verified Purchase,,,54,23,2194987,Public
shelby brown,/gp/profile/amzn1.account.AGUAX3HLEXHP7TICSH63JVZ5SEGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"Best level is the moon, using the red car, gets tons of coins to upgrade, and unlock items. My kids really enjoy this game.",Cute game...,Verified Purchase,5 people found this helpful,,,,911898,
anonymous,/gp/profile/amzn1.account.AFCDQ7APR56L25PISRAZPM6LCF3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,H  kid s should end she she she she sneaks an  he sank  and in  in s Mn'M s B-) hi mom my name is Carter and I am a volcanic struggling to report you too the public's applesauce of awesomeness,entertaining,Verified Purchase,2 people found this helpful,,,,59593232,
Arnie Schmatz,/gp/profile/amzn1.account.AGNVZSFZJH6ZPVOM4SZHQ5D6RERQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,"Fun. addictive, more skill involved than I'd like to admit...Great way to entertain oneself for a minute or an hour.  Well done all around.",OUTSTANDING!!!,Verified Purchase,One person found this helpful,,9,23,83570674,Public
Amazon Customer,/gp/profile/amzn1.account.AEUUKYQLOFXYUZN2N67V6X7FZC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,I really like this game. The variety of vehicles and courses keeps the game fresh,Great game for kids and adults,Verified Purchase,One person found this helpful,,4,8,59609586,Public
Amazon Customer,/gp/profile/amzn1.account.AE7NAEZV2DTA7OZV4HK6BAK2ENNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,3.0 out of 5 stars,"It's just OK and I'm glad I didn't pay anything for it. I get tired of having to go over the same scenes time after time. Even after you've cleared a level you start back at the beginning. So, when you've gone, say 1000m, and you kill the driver, you have to go back to the beginning, no matter what level you are on.I also cannot see that upgrading makes any changes except to the engine. Suspension, tires, AWD, nothing is changed as you upgrade. Further, there is no variability of the brakes or gas; it's either full-on or full-off.Finally, there is NO explanation or instruction. The player is just left to figure it out for themselves.  I'm not taken by this game and only play it when I tire of the other stuff I've been doing.",Hill Climb racing,Verified Purchase,,,54,97,5456524,Public
Abby C,/gp/profile/amzn1.account.AGTCIO4BKRMRQTSRU7KHNJY7BBOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,"This game is so popular or why people like to play it, but they do. Sometimes I find my husband with his ps4 paused playing this game. Makes me laugh everytime.",I dont know why...,Verified Purchase,,,,,82822521,
MLB1970,/gp/profile/amzn1.account.AG7TB4GZJOVQBIEELPPCFT5P5LEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,"This is one of those games that provides a chance for you to forget about the stresses of life for a few minutes (or hours, depending on how addicted you become).  You choose a vehicle, you choose a ""track"", and away you go, trying to drive as far as you can, maneuvering over and through various obstacles.  I particularly like driving in the moon track with a powerful vehicle, doing tons of flips in the zero gravity environment.  It's fun to unlock new vehicles and tracks, and to upgrade each vehicle for better speed and handling is satisfying.  My only wish for this game is that the upgrading could happen a little faster.  Otherwise, I recommend this game.",Fun Game that is easy to play,Verified Purchase,,,,,356469,
Jaymes eurey,/gp/profile/amzn1.account.AHAVZMCH45XRKC6Y4HLZEH5WC7IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,I like this app because seriously everyone has it even one of my teachers. this game is simple but its a challenge. so be ready becuz ur about to be amazed.,8 love this app-!,Verified Purchase,,,,,11723711,
Ian Peter Duke,/gp/profile/amzn1.account.AHVEQYDA5OEFQMO3VMD3VOZWFRSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,"Son loves it. Used to have it on his ipod touch, but obviously the larger screen on the Kindle HD Fire makes it nicer. Multiple levels or tracks make the challenge better.",good fun,Verified Purchase,,,,,3504981,
Andy Anderson,/gp/profile/amzn1.account.AGBEATAX5KAR7ZTJXZSXOFMRVYCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Its fun to play grandson loves it,Five Stars,Verified Purchase,2 people found this helpful,,,,1522511,
Jayss,/gp/profile/amzn1.account.AFUTTAIKB5QNPOIVHFHPY46CEUYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Excellent item at a very good price,Excellent item,Verified Purchase,2 people found this helpful,,,,1419732,
VGK,/gp/profile/amzn1.account.AHFQWMQWORJPLDFBVWS7QCQSB3OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,"Can get enough of this, keeps me going crazy to try to end the challenge.",Crazy driver,Verified Purchase,One person found this helpful,,,,491630,
madi,/gp/profile/amzn1.account.AF5NPXQLZH2HTDVARMR25SK6BSVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,this game is the best i used to play this game on my dads smart phone but when i looked at the top free games i came across HILL CLIMB RACING!!! this is a very fun game i deffinetly recommend this game THANK YOU CREATORS FOR FINALLY LETTING KINDLE FIRE OWNERS BE ABLE TO GET THIS GAME and remember everything is more better with grammar!!!!,FINALLY HERE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Verified Purchase,One person found this helpful,,,,67331265,
