author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
Sojourner Truth,/gp/profile/amzn1.account.AEAEG4D6MIPNXROJAVVAMCJL2VPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,1.0 out of 5 stars,Spray end blew off first 3 seconds of use. Refunded but took a long time & lot of hassle.,DOA (Defective on arrival),"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",One person found this helpful,,,13578828,804,192,Public
Amazon Customer,/gp/profile/amzn1.account.AHHEP2IEU43MFRJIOO23BGI64ZNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2019",2,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,1.0 out of 5 stars,Bought just 3 short months ago and it has inexplicably sprung pin point leaks!,Remarkably poor quality...buyer beware!,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",4 people found this helpful,,,951085,,,
P. Daniel,/gp/profile/amzn1.account.AE4MBQB6TPQFDJY2TROHG4DUAAPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 20, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,"Great hose just wish they still made the 1/2"" model and had added the swivel handle, as it works so well to unwind the hose",Great hose,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,524552,,,
ffinstructor2,/gp/profile/amzn1.account.AEH4CWMXIO5JHORXA22NE25G46SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"It’s is a very well built hose, screws on with ease, rolls up easy also. Will see how long it lasts now. So far very happy.",Great hose,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,276633,12,31,Public
rjk,/gp/profile/amzn1.account.AHWXZV74SH5D7HKQ7EHDEZATBGMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,1.0 out of 5 stars,Hose arrived with a permanent kink. The manufacturers poor packaging causes this.I will not ask for a replacement because certainly they are all poorly packaged.,Permanent kink from mfr packaging,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",One person found this helpful,,,1840510,33,53,Public
Amazon Customer,/gp/profile/amzn1.account.AGMQW5NVDC2QOWE64B5R3WYH6P6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Light weight, spongey , easy to move around. Tough - ran over with truck ,no damage. Best hose on market. Highly recommend. Neon colitis ver cool.looks good on my deck.",Easy to use,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,104988,45,27,Public
Happy Buyer,/gp/profile/amzn1.account.AG4L26TBO6Q6VQKKPTICAZP2CJHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I've only owned this hose for a few months now but so far it seems to be a great hose.  It is lightweight and easy to move around, fairly resistant to kinking, however, when I go to recoil it onto my hose hanger, it does want to resist slightly and twist a little.  It's not that difficult though to work with and it definitely flexes and coils much easier than my last hose!","Nice hose, lightweight and easy to maneuver!","Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,6439449,21,12,Public
Amazon Customer,/gp/profile/amzn1.account.AFRVAVQYXUECKMJOLQ3JBUJYB3LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"This is the first hose we've had that doesn't roll up and kink. It's soft, but doesn't kink so I'm not continually fighting to keep it straight as I hand water around the yard and house. It's still a little bulky for me, but very easy for younger people to handle. So far we love it.","Very pliable and ""kink less"" hose","Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,24954625,8,34,Public
Debra,/gp/profile/amzn1.account.AHSK4YLX37WG5NNJIPEYJ4VQHRQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"UPDATE~~It went through the winter fantastically and we had an unusually harsh winter. 5' of snow that stayed for a month and a half😔 I do however drain my hose before the first freeze. I'm very impressed!First off, I read a lot of reviews on this hose before I purchased it. Like everything I had to make my own decision. I know that not everyone loves everything. Some said it kinked right out of the box! That made me laugh when I looked at the pictures. It was so easy to unroll but like any hose, you can't expect it to unravel itself. I just unrolled it the way it was rolled!!! The hose is very light and easy to move around the yard. The ends are perfect!Moving forward, I think the test will come this winter when it is stored outside. I will drain it as you are suppose to but I want to see if it cracks during the winter. I do live in mild winters but still can get into the low 20's.If it doesn't fair well, I will update this review. One of the best hoses I've seen on the market! Spendy? Yes! But you get what you pay for!",Fantastic hose!!!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",4 people found this helpful,,,7296140,10,41,Public
Valerie,/gp/profile/amzn1.account.AEQPNX5YI36IO72EONKZQWC6IDSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,1.0 out of 5 stars,"I like the garden hose however, the bright lemon lime green color seriously stained my white shorts and would not come out in the wash! Shorts ruined! They should warn you about this ...the color comes off on your clothes!",My white shorts have a bright green stain that won’t come out!,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,568075,,,
Beach Lover,/gp/profile/amzn1.account.AH35EJVMPBI6EI46V5SXQAY4QA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,2.0 out of 5 stars,I threw it away ! ... - don’t believe the claim of “kink-free” - you’ll have more kinks with this hose than with any x-rated movie ! ... awfully hard to use and maneuver due to the kinks and the creases and restrictions they caused ... NOT worth the $$ - NOT recommended - DON’T buy !,Kinks-Galore !,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,84232724,41,68,Public
GdubG,/gp/profile/amzn1.account.AECAH56VAETCB7KKU43EIHAHRYTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2020",4,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,1.0 out of 5 stars,"Worst hose I’ve ever purchased. It tangles up EASILY no matter what I do. It kinks up with ease around corners. It’s so rubbery that it can’t maintain shape with or without water pressure in it. I give up, sending it back for refund. See attached pictures for examples.",Worst hose ever made,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,11881,1031,367,Public
VERY particular buyer,/gp/profile/amzn1.account.AHEE3WHOOXANCFU6TE4EPM7GR5LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Love this hose! Never kinks. Have s 25’ and liked it so much, bought another.i haven’t had a problem with leaking or mold. The 25’ does not come with the swivel grip and I prefer the swivel grip. It is easy on and off. I thought the color would bother me but it goes away.",Great Hose!,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,4536515,4,26,Public
Dani-C8,/gp/profile/amzn1.account.AFI6S6N4MELOMSTRKIE3UEYC4U5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 3, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I have several of these hoses, which I have been using for quite sometime. Flexilla outperformed many other hoses, some of which quite expensive,  which I used to have. They are durable, remain flexible and don't crack under the sun.  I now only use this brand. Highly Recommended.",Flexible and durable,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,57347,655,317,Public
Rachel,/gp/profile/amzn1.account.AFJMH5H23SKHKPCDDRH22ISWO2FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"This hose is FANTASTIC!!! It is so well worth the money! When it kinks, all you have to do is shake the line a bit and it unkinks itself. So far I'm very impressed with this purchase!!!",It's AMAZING!!!  I LOVE IT!!!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,2591378,29,13,Public
Dot,/gp/profile/amzn1.account.AERD66LYJYOZIFX57TNC6E6OIBSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I have a flexzilla hose and I love it, so I purchased another for my backyard, does not kink is very light weight! Love","No kinks, easy to pull","Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,3775092,,,
Amazon Customer,/gp/profile/amzn1.account.AERGPJK22BTSIV6XEYEWSNTALZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"Best hose I ever bought. I bought two to connect together. It is heavy at that length. It's incredibly sturdy, reliable, can drink from it. I would buy again and again except it's lasted a lot longer. Accidentally left it out but disconnected during a winter with zero problems the next time I used it.","Great hose, best I've owned","Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,942493,53,21,Public
Akom,/gp/profile/amzn1.account.AF42ETPRZPAD2IYJZJEJA7WEYU3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"What an amazing hose! Full free rotation at both ends even when hooked up. Very heavy duty. Very flexible.I'm keeping it under pressure at all times, so quality is important. Seems to be doing well so far, I'll update if that changes.",Durable and swivels when hooked up.,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",One person found this helpful,,,20842466,,,
LoveThatDirtyWater,/gp/profile/amzn1.account.AFFZ5AQGOIF5NND3J5TL246WHHOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Great sturdy leader hose! A lot of swivel hoses I’ve used leak.. this one seems to hold up well and seems very sturdy. We will see how it holds up over time and through one season.,Great so far!,"Size: 5/8"" (inches) x 5' (feet)Style: HoseVerified Purchase",,,,1693471,7,26,Public
S. Maurer,/gp/profile/amzn1.account.AHSFOXR544NKLNOBSTYU6NJVEOWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,1.0 out of 5 stars,"It is extremely heavy, difficult to maneuver and KINKS. I have yet gotten it to flatten out. If it weren’t so heavy and difficult to re-package, I’d send it back. I cuss every time I use it.",horrible choice,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",2 people found this helpful,,,3871618,88,2,Public
Lynn P.,/gp/profile/amzn1.account.AHX725V4PUMDYD2CECCSUWUGO24A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"My husband loves it. It hasn't discolored, and we've had it for about 3 months. He wants to buy another one.",Will buy again,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,5222204,,,
Amazon Customer,/gp/profile/amzn1.account.AE6LJ5J6SNIHH6YYYVKTLE5NPPNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,3.0 out of 5 stars,I just picked the wrong ends.  They both were “innies”.  Well made.  Lower rating because I screwed up.  Maybe it will help someone else.,Check the ends.,"Size: 5/8"" (inches) x 3' (feet)Style: HoseVerified Purchase",,,,8138878,,,
Renee Breeding,/gp/profile/amzn1.account.AHMTL4U76NKDJ463ZRPPPMM6Y3VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"On a new hose real it works well. So easy to handle. Doesn’t wear me out rolling it up. No kinking. At first it seemed to link, but once I had it on the reel it was perfect.",Light!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,908995,16,27,Public
Phred,/gp/profile/amzn1.account.AFHZ3UKWNCOHUQLDQOFAFU5IGWIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Light weight and attachments are easy to grip to attach hose to faucet and attach hose to spigot and sprinklers.,Easy to attach and remove hose and attachments,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,5967275,36,36,Public
ABCD,/gp/profile/amzn1.account.AFVVPGX76F55HDGK5Q34CIJSXNKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,2.0 out of 5 stars,"Love the product ass it rolls up automatically, is easy to use, never tangles.  Unfortunately after a year it sprang multiple leaks and had to be replaced.",Great Product but doesn't last,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,73284,4,14,Public
Shebie22,/gp/profile/amzn1.account.AEISUEVFATK5DBPL7WKLFF5YJEQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,2.0 out of 5 stars,Not a light-weight kink-free hose. Very difficult to maneuver. Really like the easy twist on- twist off - it’s the best thing about the hose. Used less than a month and ordering a different brand of hose. So disappointed...,So disappointed...,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,605208,23,107,Public
brian51,/gp/profile/amzn1.account.AENNGSJ65CYDPAIPVXHL37T2QSJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Durability remains to be seen as I've only had the hose a few weeks, though that looks promising. It is flexible, doesn't kink much (though not kink proof), and reels up easily for storage. The bright color makes it easy to see in the grass so it is less of a trip hazard.",Flexible garden hose,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,1302520,647,243,Public
