author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Ale Salinas,/gp/profile/amzn1.account.AFJTGCOIWPUKLLA7A6VOV3GEKR3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,At the beginning I wasn't sure if the light would be cozy as a real one but I was really surprised that they worked perfectly and the environment looked just as I wanted to.And the prize is really good.,Cozy lighting,Verified Purchase,,83,36,386380,Public
Charlene,/gp/profile/amzn1.account.AG4V5WXC53O52AWAFBX5W4A4RQOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,"I ordered several boxes of 12 and I was very happy that every single one worked. The light is the right level of white light and the candle  has a soft subtle flicker. Great product, great price.",I would definitely order these again,Verified Purchase,,32,17,4682427,Public
Mandi B,/gp/profile/amzn1.account.AEG5WFWUZH5RA2RUAAPX5ZNI35PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,These produce a nice color light and flicker looks natural.,Great,Verified Purchase,,105,114,427650,Public
Dian Black,/gp/profile/amzn1.account.AGZC3BGDWCGCYEW4Z2Y7LPC2CKRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,I used these for a party I gave.  I put them in a jar with iridescent clear paper around them and they looked like real candles. I especially like the flicker feature.  Really nice product.  I will use them again and again. Everyone thought they were real.,I put them in a jar with iridescent clear paper around them and they looked like real candles,Verified Purchase,,196,112,207694,Public
Angela Suman,/gp/profile/amzn1.account.AHF46CWA7LNXD4YPJN34S6UJTDRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,4.0 out of 5 stars,Arrived on time to use with my Christmas decorations. Very realistic from a distance. Flame color is perfectly balanced between a white and yellow. I haven’t had them long enough to give a 5 star rating. But pleased so far.,Great flameless candles for the price.,Verified Purchase,,17,34,1360488,Public
Amazon Customer,/gp/profile/amzn1.account.AHLFK7S7QRG2LZ77XQLCSFD7EIYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,Love these. All work just great. Have a nice flicker to them. Will be used for my upcoming wedding since we can’t have real candles. Also love the shape of them to make them appear like melted candles.,Love these!,Verified Purchase,,16,30,4487231,Public
Susana,/gp/profile/amzn1.account.AGJSYR7RBKZTZOYVISKNB45FSWKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2018",3,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,"I purchased these for the table scapes at my daughter's baptism party. The reviews were right. The color is soft and warm. I will never use real tea lights again. I'm very happy with my purchase. UGlobe is an excellent seller, I had an A+ experience!",Just lovely!,Verified Purchase,,79,121,1520801,Public
LR,/gp/profile/amzn1.account.AFBRPZYCYIJ2W2E36KGGP6BGOFDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,"Love these LED candles as a safer alternative to burning wax. It's not only good for fire prevention, but also for air quality in our apartment that doesn't get a lot of ventilation. The color used in the bulbs is a nice warm off-white that looks quite natural.","Warm glow, nice alternative to wax candles",Verified Purchase,,218,128,127455,Public
KK,/gp/profile/amzn1.account.AFYYQLNC6LU2KYNGVDYFMRNNXLEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,Beautiful tea lights! Added glamor to my votives! It flickers like a real candle and the color of the light is also very good.,Beautiful,Verified Purchase,,17,52,2513180,Public
Linda Ha,/gp/profile/amzn1.account.AHRLG35HKE3HTUGOLUP27UN6IPTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,Just like it stated. I love that they flicker like natural light.,Candle Lit Wedding,Verified Purchase,,13,42,62593673,Public
Luna Tuna,/gp/profile/amzn1.account.AHBNXDKCCI3WYWYEFMVR536IPRUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,My whole family loves these. Best battery candle votives we have ever had. Will definitely buy again. They are very realistic and beautiful. They flicker just like real candles and are very bright.,Buy these. You will not be disappointed!,Verified Purchase,,155,64,224090,Public
leah,/gp/profile/amzn1.account.AFUYWY5OIWFZIWSLXFMZXY2ZNX3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,Good to have for power outrages. Inside 🎃!,Value,Verified Purchase,,26,110,1385487,Public
Satisfied shopper,/gp/profile/amzn1.account.AELUPLDJOKT6ED2FGH4QXIL4SUXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,4.0 out of 5 stars,These work well and look nice. Though they aren't quite as realistic looking as I had hoped they are a great value and do the trick!,Do the trick...,Verified Purchase,,25,68,717540,Public
southflorida,/gp/profile/amzn1.account.AEMS22CCB3C3RD5HGBIYVQS3P5IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,Wish they had a timer and remote  but doe the price they r super bright white and come eith batteries  i like for price def,Nice and bright white not creme,Verified Purchase,,229,250,145436,Public
Amazon Customer,/gp/profile/amzn1.account.AHLXE2X57QPBLS3VNAJSAZK27X7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,I got these to put in some lanterns because they get too hot using real tea light candles. They worked great and if I ever need more I will be ordering them again. Can't say much about battery life since I used them mostly as gifts.,Worked great!,Verified Purchase,,135,74,183963,Public
Autumn,/gp/profile/amzn1.account.AFK7CGND2SYY6YFMY7ZPL7EEXKPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"cute, bright, and great for decor",lovee,Verified Purchase,,26,108,1739465,Public
Sharon Wozynski,/gp/profile/amzn1.account.AFVO52HWYOTPVHJEPDGEJJR57KWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,4.0 out of 5 stars,Need it to be a little taller. Doesn’t fit certain lanterns,Good looking,Verified Purchase,,14,43,2249198,Public
Michel Grotstein,/gp/profile/amzn1.account.AFCVKVPA4PL3A6LTS2JHYHABH3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"Best little led tea lights I've ever seen. Arrived just in time for holiday decorating. The realistic flickering is beautiful and I love that they look ""real"" instead of just so obviously fake.",Just what I wanted!,Verified Purchase,One person found this helpful,164,129,133734,Public
fglezo,/gp/profile/amzn1.account.AGCKKM7LM6MOL5CT36GXU35ZX46A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,2.0 out of 5 stars,"These lights are pretty nice, they are bright, but not too bright.  The thing is that one of the lights was not working and not worth the hassle of returning the whole box for just one light.",One of the lights was not working,Verified Purchase,,53,18,4778612,Public
Larry,/gp/profile/amzn1.account.AEHHXN4L4UWXSW4FQWY2IXL2F52Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,2.0 out of 5 stars,My remote did not work.  Theses are very small.  Not sure what to do with these.  I will not buy again.,"For me, these were a watse of money.",Verified Purchase,,27,115,1770764,Public
Amazon Customer,/gp/profile/amzn1.account.AH4EQCC5KITYVJW4UR5JAFBYYHPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2018",2,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"The darker it gets outside, the brighter and better these look.  I am very happy with them!  They flicker in a life-like fashion.  They are great to place by themselves, or in a cup, or in a candle holder.  So far they are shining brightly, and I really like them.",Bright and Life-Like,Verified Purchase,,562,341,34131,Public
Mr and Mrs Up,/gp/profile/amzn1.account.AFP4QYATVNXK6THSST5R3Z2CEPEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2019",1,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=46,5.0 out of 5 stars,"These are great lights, we used them for illuminating jack o lanterns for Halloween and for Christmas decorations.",Decent lights. Flip a switch and they’re on. Flip a switch and they’re off.,Verified Purchase,,466,217,63087,Public
Ferd Burfle,/gp/profile/amzn1.account.AFVMQ5APRNS2MFN2LNQIFUTSZ6WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,"Lights did not have a timer function or remote, but for the price I paid, I was happy with my purchase.",Safer than real candles!,Verified Purchase,,458,87,3090651,Public
Amazon Customer,/gp/profile/amzn1.account.AEMFTYBJXLNUFIO2NVQMKNXIOO6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,"Excellect brightness, and it flickers! I love these candels and I'm sure I'll buy more.","Bright, flickers, inexpensive",Verified Purchase,,6,22,78520663,Public
Jules,/gp/profile/amzn1.account.AHJQ6IR2FPJNSKMNGAPUJHNQBH2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,These tea lights are perfect! They give off a very luminous light and the flicker adds to the ambiance. They are taller than a standard wax votive but I love that there is not flame to worry about in my decor. I also ordered the batteries which were recommended for this product.,These tea lights are perfect! They give off a very luminous light and ...,Verified Purchase,,11,28,3998612,Public
SO,/gp/profile/amzn1.account.AFV6N2GOSH3LQKQ4GIOGMGXELYMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,"Love the brightness, Flicker, and look of these tea candles.Highly recommend.",They Rock like all the Review state.,Verified Purchase,,87,23,1614019,Public
Nicholas Cascarelli,/gp/profile/amzn1.account.AHX3NRBILCU6ZALQBOE4F3BXE2PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,3.0 out of 5 stars,I don't have any information on a timer function and there was no remote included. I like the lights. They are bright but I did purchase because it said it came with a remote. If there is a remote supposed to be included is there a way I can get that sent to me?,"Nice, bright lights but no remote or timer function information.",Verified Purchase,,0,5,23253291,Public
s. c.,/gp/profile/amzn1.account.AGTBQ7QKMT3O356MFSVDWCMGHYDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,These small votive style plastic lights actually look like a real votive candle lit and flickering !!!  They are awesome.Safe: no flames.  Handy: put on your nightstand for some pretty soft light.  I will be buying more of these awesome lookalike candle lights.,Very Realistic.,Verified Purchase,,0,4,,Public
Carmen,/gp/profile/amzn1.account.AF7E2HMKWSL5IU6FUMK5FVKFEBPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,I don’t have a timer or remote control for brightness.,Flickering tea lights,Verified Purchase,,7,33,78784421,Public
Emily,/gp/profile/amzn1.account.AFDLD7PY3ZIZBQTFAPICQ5ZEYWEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,5.0 out of 5 stars,I didn’t expect them to be as bright as they are!,Bright and worth the price!,Verified Purchase,One person found this helpful,79,42,186409,Public
CollegeGirl,/gp/profile/amzn1.account.AE5RZDKJHMGZKIADNIDWPXM5PUYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=47,4.0 out of 5 stars,Great little candles! They come with a battery already in them and have a soft light. Great for the holidays!,Soft light,Verified Purchase,,10,18,62593673,Public
